#BeginHeader,62,,,,,,,,
#FormatType,NR-500\NORMAL,,,,,,,,
#FormatVersion,R4.00.00,,,,,,,,
タイトル,,,,,,,,,
ユニット番号,MASTER,UNIT1,UNIT2,UNIT3,UNIT4,UNIT5,UNIT6,UNIT7,UNIT8
2022/7/4 11:37,73000,-11.34,22.25,32.56,,,,,
2022/7/4 11:37,73000,-11.32,22.25,32.56,,,,,
2022/7/4 11:37,73000,-11.32,22.25,32.56,,,,,
2022/7/4 11:37,73000,-11.3,22.25,32.56,,,,,
2022/7/4 11:37,73000,-11.28,22.25,32.54,,,,,
2022/7/4 11:37,73000,-11.28,22.25,32.54,,,,,
2022/7/4 11:37,73000,-11.26,22.25,32.52,,,,,
2022/7/4 11:37,73000,-11.26,22.25,32.52,,,,,
2022/7/4 11:37,73000,-11.24,22.2,32.52,,,,,
2022/7/4 11:37,73000,-11.22,22.2,32.5,,,,,
2022/7/4 11:37,73000,-11.22,22.2,32.5,,,,,
2022/7/4 11:37,73000,-11.22,22.2,32.5,,,,,
2022/7/4 11:37,73000,-11.22,22.2,32.5,,,,,
2022/7/4 11:37,73000,-11.22,22.2,32.5,,,,,
2022/7/4 11:37,73000,-11.22,22.2,32.5,,,,,
2022/7/4 11:37,73000,-11.22,22.2,32.52,,,,,
2022/7/4 11:37,73000,-11.22,22.2,32.52,,,,,
2022/7/4 11:37,73000,-11.22,22.2,32.52,,,,,
2022/7/4 11:37,73000,-11.22,22.2,32.54,,,,,
2022/7/4 11:37,73000,-11.24,22.2,32.54,,,,,
2022/7/4 11:37,73000,-11.24,22.2,32.54,,,,,
2022/7/4 11:37,73000,-11.24,22.2,32.54,,,,,
2022/7/4 11:37,73000,-11.24,22.2,32.54,,,,,
2022/7/4 11:37,73000,-11.24,22.2,32.56,,,,,
2022/7/4 11:37,73000,-11.24,22.2,32.56,,,,,
2022/7/4 11:37,73000,-11.24,22.2,32.56,,,,,
2022/7/4 11:37,73000,-11.24,22.2,32.56,,,,,
2022/7/4 11:37,73000,-11.24,22.2,32.56,,,,,
2022/7/4 11:37,73000,-11.24,22.2,32.56,,,,,
2022/7/4 11:37,73000,-11.24,22.2,32.56,,,,,
2022/7/4 11:37,73000,-11.24,22.2,32.58,,,,,
2022/7/4 11:37,73000,-11.24,22.2,32.56,,,,,
2022/7/4 11:37,73000,-11.22,22.2,32.56,,,,,
2022/7/4 11:37,73000,-11.22,22.2,32.56,,,,,
2022/7/4 11:37,73000,-11.22,22.2,32.56,,,,,
2022/7/4 11:37,73000,-11.22,22.2,32.56,,,,,
2022/7/4 11:37,73000,-11.2,22.2,32.56,,,,,
2022/7/4 11:37,73000,-11.2,22.2,32.54,,,,,
2022/7/4 11:38,73000,-11.18,22.25,32.54,,,,,
2022/7/4 11:38,73000,-11.18,22.2,32.54,,,,,
2022/7/4 11:38,73000,-11.16,22.2,32.54,,,,,
2022/7/4 11:38,73000,-11.16,22.2,32.52,,,,,
2022/7/4 11:38,73000,-11.16,22.2,32.52,,,,,
2022/7/4 11:38,73000,-11.14,22.25,32.52,,,,,
2022/7/4 11:38,73000,-11.14,22.25,32.52,,,,,
2022/7/4 11:38,73000,-11.14,22.25,32.52,,,,,
2022/7/4 11:38,73000,-11.14,22.2,32.52,,,,,
2022/7/4 11:38,73000,-11.14,22.25,32.52,,,,,
2022/7/4 11:38,73000,-11.14,22.2,32.52,,,,,
2022/7/4 11:38,73000,-11.12,22.25,32.52,,,,,
2022/7/4 11:38,73000,-11.12,22.2,32.52,,,,,
2022/7/4 11:38,73000,-11.12,22.2,32.52,,,,,
2022/7/4 11:38,73000,-11.12,22.2,32.54,,,,,
2022/7/4 11:38,73000,-11.12,22.2,32.54,,,,,
2022/7/4 11:38,73000,-11.14,22.2,32.54,,,,,
2022/7/4 11:38,73000,-11.14,22.25,32.54,,,,,
2022/7/4 11:38,73000,-11.14,22.2,32.56,,,,,
2022/7/4 11:38,73000,-11.16,22.2,32.56,,,,,
2022/7/4 11:38,73000,-11.16,22.25,32.58,,,,,
2022/7/4 11:38,73000,-11.18,22.25,32.58,,,,,
2022/7/4 11:38,73000,-11.2,22.25,32.6,,,,,
2022/7/4 11:38,73000,-11.2,22.25,32.6,,,,,
2022/7/4 11:38,73000,-11.22,22.3,32.62,,,,,
2022/7/4 11:38,73000,-11.22,22.3,32.62,,,,,
2022/7/4 11:38,73000,-11.22,22.3,32.6,,,,,
2022/7/4 11:38,73000,-11.2,22.25,32.6,,,,,
2022/7/4 11:38,73000,-11.18,22.2,32.58,,,,,
2022/7/4 11:38,73000,-11.16,22.15,32.56,,,,,
2022/7/4 11:38,73000,-11.14,22.1,32.54,,,,,
2022/7/4 11:38,73000,-11.1,22.05,32.5,,,,,
2022/7/4 11:38,73000,-11.06,22.05,32.48,,,,,
2022/7/4 11:38,73000,-11.04,22,32.46,,,,,
2022/7/4 11:38,73000,-11.02,22,32.44,,,,,
2022/7/4 11:38,73000,-11,22,32.44,,,,,
2022/7/4 11:38,73000,-11.02,22.05,32.46,,,,,
2022/7/4 11:38,73000,-11.02,22.05,32.46,,,,,
2022/7/4 11:38,73000,-11.04,22.15,32.48,,,,,
2022/7/4 11:38,73000,-11.04,22.2,32.52,,,,,
2022/7/4 11:38,73000,-11.08,22.3,32.54,,,,,
2022/7/4 11:38,73000,-11.1,22.3,32.58,,,,,
2022/7/4 11:38,73000,-11.12,22.3,32.6,,,,,
2022/7/4 11:38,73000,-11.16,22.35,32.62,,,,,
2022/7/4 11:38,73000,-11.16,22.35,32.62,,,,,
2022/7/4 11:38,73000,-11.18,22.35,32.62,,,,,
2022/7/4 11:38,73000,-11.18,22.35,32.62,,,,,
2022/7/4 11:38,73000,-11.16,22.3,32.6,,,,,
2022/7/4 11:38,73000,-11.14,22.2,32.58,,,,,
2022/7/4 11:38,73000,-11.12,22.15,32.56,,,,,
2022/7/4 11:38,73000,-11.08,22.1,32.54,,,,,
2022/7/4 11:38,73000,-11.06,22.1,32.5,,,,,
2022/7/4 11:38,73000,-11.02,22.05,32.48,,,,,
2022/7/4 11:38,73000,-11,22.05,32.46,,,,,
2022/7/4 11:38,73000,-10.98,22.05,32.46,,,,,
2022/7/4 11:38,73000,-10.96,22.1,32.46,,,,,
2022/7/4 11:38,73000,-10.96,22.1,32.46,,,,,
2022/7/4 11:38,73000,-10.98,22.15,32.48,,,,,
2022/7/4 11:38,73000,-11,22.15,32.52,,,,,
2022/7/4 11:38,73000,-11.02,22.25,32.54,,,,,
2022/7/4 11:39,73000,-11.04,22.3,32.56,,,,,
2022/7/4 11:39,73000,-11.08,22.25,32.6,,,,,
2022/7/4 11:39,73000,-11.1,22.3,32.62,,,,,
2022/7/4 11:39,73000,-11.12,22.3,32.64,,,,,
2022/7/4 11:39,73000,-11.14,22.3,32.64,,,,,
2022/7/4 11:39,73000,-11.14,22.3,32.62,,,,,
2022/7/4 11:39,73000,-11.12,22.25,32.62,,,,,
2022/7/4 11:39,73000,-11.1,22.2,32.6,,,,,
2022/7/4 11:39,73000,-11.06,22.15,32.56,,,,,
2022/7/4 11:39,73000,-11.04,22.1,32.52,,,,,
2022/7/4 11:39,73000,-11,22.1,32.5,,,,,
2022/7/4 11:39,73000,-10.96,22.1,32.48,,,,,
2022/7/4 11:39,73000,-10.94,22.1,32.48,,,,,
2022/7/4 11:39,73000,-10.94,22.1,32.48,,,,,
2022/7/4 11:39,73000,-10.94,22.1,32.48,,,,,
2022/7/4 11:39,73000,-10.96,22.15,32.5,,,,,
2022/7/4 11:39,73000,-10.98,22.25,32.54,,,,,
2022/7/4 11:39,73000,-11,22.35,32.58,,,,,
2022/7/4 11:39,73000,-11.04,22.4,32.6,,,,,
2022/7/4 11:39,73000,-11.06,22.4,32.62,,,,,
2022/7/4 11:39,73000,-11.08,22.4,32.64,,,,,
2022/7/4 11:39,73000,-11.1,22.45,32.64,,,,,
2022/7/4 11:39,73000,-11.1,22.45,32.64,,,,,
2022/7/4 11:39,73000,-11.1,22.4,32.64,,,,,
2022/7/4 11:39,73000,-11.08,22.4,32.62,,,,,
2022/7/4 11:39,73000,-11.08,22.4,32.62,,,,,
2022/7/4 11:39,73000,-11.06,22.35,32.6,,,,,
2022/7/4 11:39,73000,-11.04,22.3,32.58,,,,,
2022/7/4 11:39,73000,-11.02,22.3,32.58,,,,,
2022/7/4 11:39,73000,-11.02,22.25,32.56,,,,,
2022/7/4 11:39,73000,-11,22.25,32.54,,,,,
2022/7/4 11:39,73000,-10.98,22.3,32.54,,,,,
2022/7/4 11:39,73000,-10.96,22.25,32.52,,,,,
2022/7/4 11:39,73000,-10.94,22.25,32.52,,,,,
2022/7/4 11:39,73000,-10.92,22.2,32.5,,,,,
2022/7/4 11:39,73000,-10.92,22.2,32.5,,,,,
2022/7/4 11:39,73000,-10.9,22.2,32.5,,,,,
2022/7/4 11:39,73000,-10.9,22.2,32.5,,,,,
2022/7/4 11:39,73000,-10.9,22.15,32.48,,,,,
2022/7/4 11:39,73000,-10.88,22.15,32.48,,,,,
2022/7/4 11:39,73000,-10.88,22.2,32.48,,,,,
2022/7/4 11:39,73000,-10.88,22.2,32.48,,,,,
2022/7/4 11:39,73000,-10.88,22.2,32.5,,,,,
2022/7/4 11:39,73000,-10.88,22.2,32.5,,,,,
2022/7/4 11:39,73000,-10.88,22.25,32.5,,,,,
2022/7/4 11:39,73000,-10.88,22.25,32.5,,,,,
2022/7/4 11:39,73000,-10.88,22.3,32.5,,,,,
2022/7/4 11:39,73000,-10.88,22.3,32.52,,,,,
2022/7/4 11:39,73000,-10.88,22.3,32.52,,,,,
2022/7/4 11:39,73000,-10.88,22.3,32.52,,,,,
2022/7/4 11:39,73000,-10.88,22.3,32.54,,,,,
2022/7/4 11:39,73000,-10.88,22.3,32.54,,,,,
2022/7/4 11:39,73000,-10.88,22.3,32.54,,,,,
2022/7/4 11:39,73000,-10.88,22.3,32.54,,,,,
2022/7/4 11:39,73000,-10.88,22.3,32.54,,,,,
2022/7/4 11:39,73000,-10.88,22.3,32.56,,,,,
2022/7/4 11:39,73000,-10.88,22.35,32.56,,,,,
2022/7/4 11:39,73000,-10.88,22.35,32.56,,,,,
2022/7/4 11:39,73000,-10.9,22.35,32.58,,,,,
2022/7/4 11:39,73000,-10.9,22.4,32.58,,,,,
2022/7/4 11:40,73000,-10.9,22.4,32.58,,,,,
2022/7/4 11:40,73000,-10.9,22.4,32.58,,,,,
2022/7/4 11:40,73000,-10.9,22.4,32.58,,,,,
2022/7/4 11:40,73000,-10.9,22.4,32.58,,,,,
2022/7/4 11:40,73000,-10.9,22.45,32.58,,,,,
2022/7/4 11:40,73000,-10.9,22.45,32.58,,,,,
2022/7/4 11:40,73000,-10.9,22.45,32.6,,,,,
2022/7/4 11:40,73000,-10.88,22.4,32.58,,,,,
2022/7/4 11:40,73000,-10.88,22.45,32.58,,,,,
2022/7/4 11:40,73000,-10.88,22.4,32.58,,,,,
2022/7/4 11:40,73000,-10.86,22.4,32.58,,,,,
2022/7/4 11:40,73000,-10.86,22.4,32.58,,,,,
2022/7/4 11:40,73000,-10.86,22.35,32.56,,,,,
2022/7/4 11:40,73000,-10.84,22.35,32.56,,,,,
2022/7/4 11:40,73000,-10.84,22.3,32.54,,,,,
2022/7/4 11:40,73000,-10.82,22.3,32.54,,,,,
2022/7/4 11:40,73000,-10.82,22.3,32.54,,,,,
2022/7/4 11:40,73000,-10.82,22.25,32.52,,,,,
2022/7/4 11:40,73000,-10.82,22.25,32.52,,,,,
2022/7/4 11:40,73000,-10.8,22.25,32.52,,,,,
2022/7/4 11:40,73000,-10.82,22.25,32.52,,,,,
2022/7/4 11:40,73000,-10.82,22.2,32.52,,,,,
2022/7/4 11:40,73000,-10.82,22.2,32.52,,,,,
2022/7/4 11:40,73000,-10.84,22.25,32.54,,,,,
2022/7/4 11:40,73000,-10.84,22.25,32.54,,,,,
2022/7/4 11:40,73000,-10.86,22.25,32.56,,,,,
2022/7/4 11:40,73000,-10.88,22.3,32.58,,,,,
2022/7/4 11:40,73000,-10.9,22.3,32.6,,,,,
2022/7/4 11:40,73000,-10.9,22.35,32.6,,,,,
2022/7/4 11:40,73000,-10.92,22.35,32.62,,,,,
2022/7/4 11:40,73000,-10.92,22.4,32.64,,,,,
2022/7/4 11:40,73000,-10.94,22.4,32.66,,,,,
2022/7/4 11:40,73000,-10.94,22.4,32.66,,,,,
2022/7/4 11:40,73000,-10.96,22.45,32.68,,,,,
2022/7/4 11:40,73000,-10.96,22.5,32.68,,,,,
2022/7/4 11:40,73000,-10.96,22.5,32.68,,,,,
2022/7/4 11:40,73000,-10.96,22.55,32.7,,,,,
2022/7/4 11:40,73000,-10.96,22.55,32.7,,,,,
2022/7/4 11:40,73000,-10.96,22.55,32.7,,,,,
2022/7/4 11:40,73000,-10.94,22.55,32.7,,,,,
2022/7/4 11:40,73000,-10.94,22.55,32.7,,,,,
2022/7/4 11:40,73000,-10.94,22.6,32.7,,,,,
2022/7/4 11:40,73000,-10.92,22.6,32.68,,,,,
2022/7/4 11:40,73000,-10.92,22.6,32.68,,,,,
2022/7/4 11:40,73000,-10.92,22.6,32.68,,,,,
2022/7/4 11:40,73000,-10.9,22.6,32.68,,,,,
2022/7/4 11:40,73000,-10.88,22.65,32.68,,,,,
2022/7/4 11:40,73000,-10.88,22.65,32.66,,,,,
2022/7/4 11:40,73000,-10.86,22.6,32.66,,,,,
2022/7/4 11:40,73000,-10.84,22.6,32.64,,,,,
2022/7/4 11:40,73000,-10.82,22.6,32.64,,,,,
2022/7/4 11:40,73000,-10.8,22.55,32.62,,,,,
2022/7/4 11:40,73000,-10.8,22.5,32.6,,,,,
2022/7/4 11:40,73000,-10.78,22.45,32.58,,,,,
2022/7/4 11:40,73000,-10.76,22.45,32.58,,,,,
2022/7/4 11:40,73000,-10.76,22.4,32.56,,,,,
2022/7/4 11:40,73000,-10.74,22.35,32.56,,,,,
2022/7/4 11:40,73000,-10.74,22.35,32.54,,,,,
2022/7/4 11:40,73000,-10.74,22.35,32.54,,,,,
2022/7/4 11:40,73000,-10.74,22.35,32.54,,,,,
2022/7/4 11:41,73000,-10.74,22.35,32.54,,,,,
2022/7/4 11:41,73000,-10.74,22.35,32.54,,,,,
2022/7/4 11:41,73000,-10.74,22.35,32.54,,,,,
2022/7/4 11:41,73000,-10.76,22.4,32.54,,,,,
2022/7/4 11:41,73000,-10.76,22.4,32.56,,,,,
2022/7/4 11:41,73000,-10.76,22.4,32.56,,,,,
2022/7/4 11:41,73000,-10.78,22.4,32.58,,,,,
2022/7/4 11:41,73000,-10.78,22.45,32.58,,,,,
2022/7/4 11:41,73000,-10.8,22.45,32.6,,,,,
2022/7/4 11:41,73000,-10.8,22.5,32.6,,,,,
2022/7/4 11:41,73000,-10.8,22.45,32.62,,,,,
2022/7/4 11:41,73000,-10.82,22.5,32.62,,,,,
2022/7/4 11:41,73000,-10.82,22.5,32.62,,,,,
2022/7/4 11:41,73000,-10.8,22.45,32.62,,,,,
2022/7/4 11:41,73000,-10.8,22.45,32.62,,,,,
2022/7/4 11:41,73000,-10.8,22.45,32.62,,,,,
2022/7/4 11:41,73000,-10.78,22.45,32.6,,,,,
2022/7/4 11:41,73000,-10.78,22.4,32.6,,,,,
2022/7/4 11:41,73000,-10.76,22.4,32.6,,,,,
2022/7/4 11:41,73000,-10.76,22.4,32.58,,,,,
2022/7/4 11:41,73000,-10.74,22.4,32.58,,,,,
2022/7/4 11:41,73000,-10.72,22.4,32.58,,,,,
2022/7/4 11:41,73000,-10.72,22.4,32.58,,,,,
2022/7/4 11:41,73000,-10.72,22.4,32.56,,,,,
2022/7/4 11:41,73000,-10.7,22.35,32.56,,,,,
2022/7/4 11:41,73000,-10.7,22.35,32.56,,,,,
2022/7/4 11:41,73000,-10.68,22.35,32.56,,,,,
2022/7/4 11:41,73000,-10.68,22.35,32.56,,,,,
2022/7/4 11:41,73000,-10.68,22.35,32.56,,,,,
2022/7/4 11:41,73000,-10.68,22.4,32.56,,,,,
2022/7/4 11:41,73000,-10.68,22.4,32.58,,,,,
2022/7/4 11:41,73000,-10.68,22.4,32.58,,,,,
2022/7/4 11:41,73000,-10.7,22.45,32.62,,,,,
2022/7/4 11:41,73000,-10.72,22.5,32.64,,,,,
2022/7/4 11:41,73000,-10.74,22.6,32.66,,,,,
2022/7/4 11:41,73000,-10.76,22.6,32.68,,,,,
2022/7/4 11:41,73000,-10.8,22.6,32.7,,,,,
2022/7/4 11:41,73000,-10.82,22.6,32.72,,,,,
2022/7/4 11:41,73000,-10.82,22.65,32.74,,,,,
2022/7/4 11:41,73000,-10.84,22.65,32.74,,,,,
2022/7/4 11:41,73000,-10.84,22.65,32.74,,,,,
2022/7/4 11:41,73000,-10.84,22.6,32.72,,,,,
2022/7/4 11:41,73000,-10.82,22.55,32.72,,,,,
2022/7/4 11:41,73000,-10.8,22.5,32.68,,,,,
2022/7/4 11:41,73000,-10.76,22.4,32.66,,,,,
2022/7/4 11:41,73000,-10.74,22.35,32.62,,,,,
2022/7/4 11:41,73000,-10.7,22.35,32.6,,,,,
2022/7/4 11:41,73000,-10.68,22.35,32.58,,,,,
2022/7/4 11:41,73000,-10.66,22.35,32.58,,,,,
2022/7/4 11:41,73000,-10.64,22.35,32.58,,,,,
2022/7/4 11:41,73000,-10.64,22.35,32.58,,,,,
2022/7/4 11:41,73000,-10.64,22.4,32.6,,,,,
2022/7/4 11:41,73000,-10.66,22.45,32.62,,,,,
2022/7/4 11:41,73000,-10.68,22.5,32.64,,,,,
2022/7/4 11:41,73000,-10.7,22.55,32.66,,,,,
2022/7/4 11:41,73000,-10.74,22.6,32.7,,,,,
2022/7/4 11:41,73000,-10.76,22.6,32.72,,,,,
2022/7/4 11:41,73000,-10.78,22.6,32.74,,,,,
2022/7/4 11:41,73000,-10.8,22.65,32.76,,,,,
2022/7/4 11:41,73000,-10.8,22.6,32.76,,,,,
2022/7/4 11:42,73000,-10.8,22.6,32.74,,,,,
2022/7/4 11:42,73000,-10.78,22.6,32.74,,,,,
2022/7/4 11:42,73000,-10.76,22.55,32.7,,,,,
2022/7/4 11:42,73000,-10.72,22.5,32.66,,,,,
2022/7/4 11:42,73000,-10.68,22.45,32.64,,,,,
2022/7/4 11:42,73000,-10.66,22.45,32.62,,,,,
2022/7/4 11:42,73000,-10.62,22.45,32.6,,,,,
2022/7/4 11:42,73000,-10.62,22.45,32.58,,,,,
2022/7/4 11:42,73000,-10.6,22.45,32.6,,,,,
2022/7/4 11:42,73000,-10.6,22.5,32.6,,,,,
2022/7/4 11:42,73000,-10.62,22.55,32.64,,,,,
2022/7/4 11:42,73000,-10.66,22.65,32.66,,,,,
2022/7/4 11:42,73000,-10.68,22.65,32.7,,,,,
2022/7/4 11:42,73000,-10.72,22.7,32.72,,,,,
2022/7/4 11:42,73000,-10.74,22.7,32.74,,,,,
2022/7/4 11:42,73000,-10.76,22.7,32.76,,,,,
2022/7/4 11:42,73000,-10.78,22.75,32.76,,,,,
2022/7/4 11:42,73000,-10.78,22.75,32.76,,,,,
2022/7/4 11:42,73000,-10.76,22.75,32.76,,,,,
2022/7/4 11:42,73000,-10.76,22.7,32.74,,,,,
2022/7/4 11:42,73000,-10.74,22.65,32.74,,,,,
2022/7/4 11:42,73000,-10.72,22.65,32.72,,,,,
2022/7/4 11:42,73000,-10.7,22.6,32.68,,,,,
2022/7/4 11:42,73000,-10.68,22.6,32.66,,,,,
2022/7/4 11:42,73000,-10.66,22.55,32.64,,,,,
2022/7/4 11:42,73000,-10.62,22.55,32.62,,,,,
2022/7/4 11:42,73000,-10.6,22.5,32.62,,,,,
2022/7/4 11:42,73000,-10.58,22.5,32.6,,,,,
2022/7/4 11:42,73000,-10.58,22.5,32.6,,,,,
2022/7/4 11:42,73000,-10.56,22.5,32.6,,,,,
2022/7/4 11:42,73000,-10.56,22.55,32.6,,,,,
2022/7/4 11:42,73000,-10.56,22.55,32.6,,,,,
2022/7/4 11:42,73000,-10.56,22.55,32.62,,,,,
2022/7/4 11:42,73000,-10.56,22.6,32.62,,,,,
2022/7/4 11:42,73000,-10.56,22.6,32.64,,,,,
2022/7/4 11:42,73000,-10.58,22.6,32.64,,,,,
2022/7/4 11:42,73000,-10.58,22.65,32.66,,,,,
2022/7/4 11:42,73000,-10.6,22.7,32.68,,,,,
2022/7/4 11:42,73000,-10.6,22.75,32.68,,,,,
2022/7/4 11:42,73000,-10.62,22.75,32.7,,,,,
2022/7/4 11:42,73000,-10.62,22.75,32.7,,,,,
2022/7/4 11:42,73000,-10.64,22.8,32.72,,,,,
2022/7/4 11:42,73000,-10.64,22.8,32.72,,,,,
2022/7/4 11:42,73000,-10.64,22.8,32.74,,,,,
2022/7/4 11:42,73000,-10.64,22.8,32.74,,,,,
2022/7/4 11:42,73000,-10.64,22.85,32.74,,,,,
2022/7/4 11:42,73000,-10.64,22.8,32.74,,,,,
2022/7/4 11:42,73000,-10.64,22.8,32.74,,,,,
2022/7/4 11:42,73000,-10.64,22.8,32.74,,,,,
2022/7/4 11:42,73000,-10.62,22.8,32.72,,,,,
2022/7/4 11:42,73000,-10.6,22.8,32.72,,,,,
2022/7/4 11:42,73000,-10.6,22.8,32.7,,,,,
2022/7/4 11:42,73000,-10.58,22.8,32.7,,,,,
2022/7/4 11:42,73000,-10.56,22.75,32.68,,,,,
2022/7/4 11:42,73000,-10.56,22.75,32.68,,,,,
2022/7/4 11:42,73000,-10.54,22.7,32.66,,,,,
2022/7/4 11:42,73000,-10.54,22.7,32.64,,,,,
2022/7/4 11:42,73000,-10.52,22.65,32.64,,,,,
2022/7/4 11:42,73000,-10.52,22.6,32.62,,,,,
2022/7/4 11:42,73000,-10.5,22.6,32.62,,,,,
2022/7/4 11:43,73000,-10.52,22.6,32.62,,,,,
2022/7/4 11:43,73000,-10.52,22.6,32.62,,,,,
2022/7/4 11:43,73000,-10.52,22.6,32.64,,,,,
2022/7/4 11:43,73000,-10.54,22.65,32.64,,,,,
2022/7/4 11:43,73000,-10.58,22.7,32.66,,,,,
2022/7/4 11:43,73000,-10.6,22.7,32.68,,,,,
2022/7/4 11:43,73000,-10.62,22.8,32.72,,,,,
2022/7/4 11:43,73000,-10.64,22.9,32.74,,,,,
2022/7/4 11:43,73000,-10.66,22.95,32.78,,,,,
2022/7/4 11:43,73000,-10.68,23.05,32.8,,,,,
2022/7/4 11:43,73000,-10.68,23.1,32.8,,,,,
2022/7/4 11:43,73000,-10.66,23.1,32.8,,,,,
2022/7/4 11:43,73000,-10.64,23.15,32.78,,,,,
2022/7/4 11:43,73000,-10.6,23.1,32.76,,,,,
2022/7/4 11:43,73000,-10.56,23.1,32.72,,,,,
2022/7/4 11:43,73000,-10.52,23.05,32.68,,,,,
2022/7/4 11:43,73000,-10.5,23,32.66,,,,,
2022/7/4 11:43,73000,-10.48,23,32.64,,,,,
2022/7/4 11:43,73000,-10.48,23,32.64,,,,,
2022/7/4 11:43,73000,-10.5,23,32.64,,,,,
2022/7/4 11:43,73000,-10.52,23,32.66,,,,,
2022/7/4 11:43,73000,-10.56,23.05,32.68,,,,,
2022/7/4 11:43,73000,-10.58,23.05,32.72,,,,,
2022/7/4 11:43,73000,-10.62,23.15,32.76,,,,,
2022/7/4 11:43,73000,-10.64,23.25,32.8,,,,,
2022/7/4 11:43,73000,-10.64,23.3,32.8,,,,,
2022/7/4 11:43,73000,-10.64,23.3,32.82,,,,,
2022/7/4 11:43,73000,-10.64,23.3,32.82,,,,,
2022/7/4 11:43,73000,-10.6,23.3,32.8,,,,,
2022/7/4 11:43,73000,-10.58,23.35,32.78,,,,,
2022/7/4 11:43,73000,-10.54,23.3,32.76,,,,,
2022/7/4 11:43,73000,-10.52,23.3,32.72,,,,,
2022/7/4 11:43,73000,-10.48,23.25,32.7,,,,,
2022/7/4 11:43,73000,-10.46,23.2,32.68,,,,,
2022/7/4 11:43,73000,-10.44,23.2,32.64,,,,,
2022/7/4 11:43,73000,-10.44,23.15,32.64,,,,,
2022/7/4 11:43,73000,-10.44,23.15,32.64,,,,,
2022/7/4 11:43,73000,-10.46,23.15,32.64,,,,,
2022/7/4 11:43,73000,-10.46,23.15,32.66,,,,,
2022/7/4 11:43,73000,-10.48,23.2,32.68,,,,,
2022/7/4 11:43,73000,-10.52,23.25,32.7,,,,,
2022/7/4 11:43,73000,-10.54,23.25,32.72,,,,,
2022/7/4 11:43,73000,-10.56,23.3,32.74,,,,,
2022/7/4 11:43,73000,-10.58,23.35,32.78,,,,,
2022/7/4 11:43,73000,-10.6,23.45,32.8,,,,,
2022/7/4 11:43,73000,-10.62,23.5,32.82,,,,,
2022/7/4 11:43,73000,-10.6,23.5,32.82,,,,,
2022/7/4 11:43,73000,-10.6,23.5,32.82,,,,,
2022/7/4 11:43,73000,-10.6,23.55,32.82,,,,,
2022/7/4 11:43,73000,-10.56,23.55,32.8,,,,,
2022/7/4 11:43,73000,-10.54,23.6,32.78,,,,,
2022/7/4 11:43,73000,-10.52,23.55,32.76,,,,,
2022/7/4 11:43,73000,-10.48,23.5,32.74,,,,,
2022/7/4 11:43,73000,-10.46,23.5,32.72,,,,,
2022/7/4 11:43,73000,-10.44,23.45,32.7,,,,,
2022/7/4 11:43,73000,-10.42,23.45,32.68,,,,,
2022/7/4 11:43,73000,-10.4,23.4,32.66,,,,,
2022/7/4 11:43,73000,-10.4,23.35,32.66,,,,,
2022/7/4 11:43,73000,-10.4,23.4,32.66,,,,,
2022/7/4 11:43,73000,-10.42,23.35,32.66,,,,,
2022/7/4 11:44,73000,-10.42,23.4,32.68,,,,,
2022/7/4 11:44,73000,-10.44,23.4,32.68,,,,,
2022/7/4 11:44,73000,-10.46,23.45,32.7,,,,,
2022/7/4 11:44,73000,-10.5,23.45,32.74,,,,,
2022/7/4 11:44,73000,-10.52,23.45,32.76,,,,,
2022/7/4 11:44,73000,-10.54,23.5,32.78,,,,,
2022/7/4 11:44,73000,-10.56,23.5,32.8,,,,,
2022/7/4 11:44,73000,-10.56,23.6,32.82,,,,,
2022/7/4 11:44,73000,-10.56,23.6,32.82,,,,,
2022/7/4 11:44,73000,-10.56,23.65,32.84,,,,,
2022/7/4 11:44,73000,-10.56,23.65,32.84,,,,,
2022/7/4 11:44,73000,-10.56,23.65,32.84,,,,,
2022/7/4 11:44,73000,-10.54,23.65,32.84,,,,,
2022/7/4 11:44,73000,-10.52,23.7,32.82,,,,,
2022/7/4 11:44,73000,-10.5,23.65,32.82,,,,,
2022/7/4 11:44,73000,-10.48,23.65,32.8,,,,,
2022/7/4 11:44,73000,-10.46,23.6,32.78,,,,,
2022/7/4 11:44,73000,-10.44,23.55,32.78,,,,,
2022/7/4 11:44,73000,-10.42,23.55,32.76,,,,,
2022/7/4 11:44,73000,-10.4,23.5,32.74,,,,,
2022/7/4 11:44,73000,-10.38,23.45,32.72,,,,,
2022/7/4 11:44,73000,-10.36,23.4,32.7,,,,,
2022/7/4 11:44,73000,-10.36,23.4,32.68,,,,,
2022/7/4 11:44,73000,-10.36,23.4,32.68,,,,,
2022/7/4 11:44,73000,-10.36,23.35,32.68,,,,,
2022/7/4 11:44,73000,-10.38,23.35,32.68,,,,,
2022/7/4 11:44,73000,-10.38,23.35,32.7,,,,,
2022/7/4 11:44,73000,-10.4,23.35,32.72,,,,,
2022/7/4 11:44,73000,-10.44,23.45,32.72,,,,,
2022/7/4 11:44,73000,-10.46,23.35,32.74,,,,,
2022/7/4 11:44,73000,-10.48,23.45,32.78,,,,,
2022/7/4 11:44,73000,-10.5,23.5,32.8,,,,,
2022/7/4 11:44,73000,-10.5,23.55,32.82,,,,,
2022/7/4 11:44,73000,-10.52,23.65,32.84,,,,,
2022/7/4 11:44,73000,-10.52,23.65,32.84,,,,,
2022/7/4 11:44,73000,-10.52,23.7,32.84,,,,,
