#BeginHeader,62,,,,,,,,
#FormatType,NR-500\NORMAL,,,,,,,,
#FormatVersion,R4.00.00,,,,,,,,
タイトル,,,,,,,,,
ユニット番号,MASTER,UNIT1,UNIT2,UNIT3,UNIT4,UNIT5,UNIT6,UNIT7,UNIT8
ユニット種別,NR-500,(1)TH,未設定,未設定,未設定,未設定,未設定,未設定,未設定
,,,,,,,,,
計測モード,ノーマルモード,,,,,,,,
収集開始日時,2022/7/4 10:22,73000,,,,,,,
サンプリング周期,1s,,,,,,,,
データ数,5705,,,,,,,,
保存オプション,標準,,,,,,,,
,,,,,,,,,
ユニット種別共通,,,,,,,,,
ユニット種別名,NR-TH08共通,,,,,,,,
実サンプリング周期,1s,,,,,,,,
計測機能設定,アベレージ回数   未使用,,,,,,,,
AD積分時間,2ms(500Hz),,,,,,,,
ｱﾝﾁｴｲﾘｱｼﾝｸﾞﾌｨﾙﾀ,***,,,,,,,,
断線検出値,***,,,,,,,,
デジタルフィルタ,***,,,,,,,,
その他,バーンアウト値   下限値,,,,,,,,
デジタルフィルタ,***,,,,,,,,
停止予測,***,,,,,,,,
,,,,,,,,,
トリガ条件,,,,,,,,,
マニュアルトリガ,OFF,,,,,,,,
外部トリガ入力,OFF,,,,,,,,
エッジトリガ,OFF,,,,,,,,
エッジトリガ対象ユニット,なし,,,,,,,,
プリトリガ/ポストトリガ,***,,,,,,,,
ポイント数,***,,,,,,,,
,,,,,,,,,
チャンネル条件,,,,,,,,,
チャンネル番号,,(1)TH-CH01,(1)TH-CH02,(1)TH-CH03,,,,,
波形名,,Channel01,Channel02,Channel03,,,,,
入力レンジ,,Pt100,K熱電対,Pt100,,,,,
単位,,ﾟC,ﾟC,ﾟC,,,,,
計測機能,,アベレージ   OFF,アベレージ   OFF,アベレージ   OFF,,,,,
ホールド,,OFF,OFF,OFF,,,,,
エッジトリガ,,未使用,未使用,未使用,,,,,
トリガレベル,,,,,,,,,
ヒステリシス,,,,,,,,,
スムージング,,OFF,OFF,OFF,,,,,
ポイント数,,,,,,,,,
スケーリング,,OFF,OFF,OFF,,,,,
計測値1,,,,,,,,,
計測値2,,,,,,,,,
表示値1,,,,,,,,,
表示値2,,,,,,,,,
カップリング,,,,,,,,,
センサタイプ,,,,,,,,,
ローパスフィルタ,,,,,,,,,
ハイパスフィルタ,,,,,,,,,
感度,,,,,,,,,
基本単位,,,,,,,,,
極性,,,,,,,,,
しきい値電圧,,,,,,,,,
ヒステリシス,,,,,,,,,
パルス分周,,,,,,,,,
,,,,,,,,,
#EndHeader,日時(μs),(1)TH-CH01,(1)TH-CH02,(1)TH-CH03,,,,,
2022/7/4 10:22,73000,-20.66,-17.4,27.46,,,,,
2022/7/4 10:22,73000,-20.64,-17.3,27.48,,,,,
2022/7/4 10:22,73000,-20.64,-17.25,27.5,,,,,
2022/7/4 10:22,73000,-20.64,-17.3,27.9,,,,,
2022/7/4 10:22,73000,-20.64,-17.25,28.88,,,,,
2022/7/4 10:22,73000,-20.64,-17.25,39.32,,,,,
2022/7/4 10:22,73000,-20.64,-17.25,27.4,,,,,
2022/7/4 10:22,73000,-20.64,-17.25,27.46,,,,,
2022/7/4 10:22,73000,-20.64,-17.25,27.2,,,,,
2022/7/4 10:22,73000,-20.66,-17.2,27.24,,,,,
2022/7/4 10:22,73000,-20.64,-17.2,27.24,,,,,
2022/7/4 10:22,73000,-20.64,-17.25,27.24,,,,,
2022/7/4 10:22,73000,-20.64,-17.25,27.2,,,,,
2022/7/4 10:22,73000,-20.64,-17.25,27.18,,,,,
2022/7/4 10:22,73000,-20.64,-17.2,27.16,,,,,
2022/7/4 10:22,73000,-20.64,-17.25,27.14,,,,,
2022/7/4 10:22,73000,-20.64,-17.2,27.14,,,,,
2022/7/4 10:22,73000,-20.6,-17.05,27.82,,,,,
2022/7/4 10:22,73000,-20.6,-17.05,28.86,,,,,
2022/7/4 10:22,73000,-20.64,-17.25,29.7,,,,,
2022/7/4 10:22,73000,-20.64,-17.25,30.22,,,,,
2022/7/4 10:22,73000,-20.58,-17.05,30.68,,,,,
2022/7/4 10:22,73000,-20.58,-17.1,31.1,,,,,
2022/7/4 10:22,73000,-20.56,-17.1,31.4,,,,,
2022/7/4 10:22,73000,-20.56,-17.15,31.64,,,,,
2022/7/4 10:22,73000,-20.56,-17.1,31.8,,,,,
2022/7/4 10:22,73000,-20.54,-17.1,31.92,,,,,
2022/7/4 10:22,73000,-20.54,-17.1,32.02,,,,,
2022/7/4 10:22,73000,-20.54,-17.1,32.08,,,,,
2022/7/4 10:22,73000,-20.52,-17.15,32.14,,,,,
2022/7/4 10:22,73000,-20.54,-17.15,32.16,,,,,
2022/7/4 10:22,73000,-20.54,-17.15,32.18,,,,,
2022/7/4 10:22,73000,-20.54,-17.15,32.2,,,,,
2022/7/4 10:22,73000,-20.54,-17.15,32.2,,,,,
2022/7/4 10:22,73000,-20.54,-17.15,32.22,,,,,
2022/7/4 10:22,73000,-20.54,-17.15,32.22,,,,,
2022/7/4 10:22,73000,-20.54,-17.15,32.22,,,,,
2022/7/4 10:22,73000,-20.56,-17.15,32.22,,,,,
2022/7/4 10:22,73000,-20.56,-17.15,32.24,,,,,
2022/7/4 10:22,73000,-20.56,-17.15,32.24,,,,,
2022/7/4 10:22,73000,-20.56,-17.15,32.24,,,,,
2022/7/4 10:22,73000,-20.56,-17.05,32.24,,,,,
2022/7/4 10:22,73000,-20.54,-17.05,32.24,,,,,
2022/7/4 10:22,73000,-20.54,-17.05,32.24,,,,,
2022/7/4 10:22,73000,-20.54,-17,32.24,,,,,
2022/7/4 10:22,73000,-20.54,-17,32.24,,,,,
2022/7/4 10:22,73000,-20.52,-17,32.26,,,,,
2022/7/4 10:22,73000,-20.52,-16.95,32.26,,,,,
2022/7/4 10:22,73000,-20.52,-16.95,32.26,,,,,
2022/7/4 10:22,73000,-20.52,-16.95,32.26,,,,,
2022/7/4 10:22,73000,-20.52,-16.9,32.28,,,,,
2022/7/4 10:23,73000,-20.52,-16.9,32.26,,,,,
2022/7/4 10:23,73000,-20.52,-16.95,32.28,,,,,
2022/7/4 10:23,73000,-20.52,-16.95,32.26,,,,,
2022/7/4 10:23,73000,-20.54,-16.95,32.26,,,,,
2022/7/4 10:23,73000,-20.58,-17.05,32.18,,,,,
2022/7/4 10:23,73000,-20.58,-17,32.18,,,,,
2022/7/4 10:23,73000,-20.58,-17,32.16,,,,,
2022/7/4 10:23,73000,-20.6,-16.95,32.14,,,,,
2022/7/4 10:23,73000,-20.6,-16.9,32.12,,,,,
2022/7/4 10:23,73000,-20.6,-16.85,32.12,,,,,
2022/7/4 10:23,73000,-20.6,3.4,32.1,,,,,
2022/7/4 10:23,73000,-20.6,3.8,32.1,,,,,
2022/7/4 10:23,73000,-20.6,2.65,32.1,,,,,
2022/7/4 10:23,73000,-20.6,1.1,32.1,,,,,
2022/7/4 10:23,73000,-20.6,0.3,32.08,,,,,
2022/7/4 10:23,73000,-20.6,0.55,32.06,,,,,
2022/7/4 10:23,73000,-20.58,0.4,32.1,,,,,
2022/7/4 10:23,73000,-20.58,0,32.1,,,,,
2022/7/4 10:23,73000,-20.58,-0.1,32.08,,,,,
2022/7/4 10:23,73000,-20.58,-0.3,32.06,,,,,
2022/7/4 10:23,73000,-20.58,-0.5,32.06,,,,,
2022/7/4 10:23,73000,-20.58,-0.6,32.04,,,,,
2022/7/4 10:23,73000,-20.58,-0.75,32.04,,,,,
2022/7/4 10:23,73000,-20.58,-0.9,32.02,,,,,
2022/7/4 10:23,73000,-20.6,-1,32.02,,,,,
2022/7/4 10:23,73000,-20.58,-1.15,32.02,,,,,
2022/7/4 10:23,73000,-20.6,-1.3,32,,,,,
2022/7/4 10:23,73000,-20.6,-1.5,32,,,,,
2022/7/4 10:23,73000,-20.6,-1.65,32,,,,,
2022/7/4 10:23,73000,-20.6,-1.85,31.98,,,,,
2022/7/4 10:23,73000,-20.6,-2.05,31.96,,,,,
2022/7/4 10:23,73000,-20.6,-2.25,31.94,,,,,
2022/7/4 10:23,73000,-20.6,-2.45,31.92,,,,,
2022/7/4 10:23,73000,-20.6,-2.65,31.92,,,,,
2022/7/4 10:23,73000,-20.62,-2.8,31.92,,,,,
2022/7/4 10:23,73000,-20.62,-3,31.9,,,,,
2022/7/4 10:23,73000,-20.62,-3.3,31.9,,,,,
2022/7/4 10:23,73000,-20.62,-3.55,31.9,,,,,
2022/7/4 10:23,73000,-20.64,-3.75,31.9,,,,,
2022/7/4 10:23,73000,-20.64,-4.05,31.92,,,,,
2022/7/4 10:23,73000,-20.66,-4.35,31.92,,,,,
2022/7/4 10:23,73000,-20.66,-4.65,31.94,,,,,
2022/7/4 10:23,73000,-20.68,-5.15,31.96,,,,,
2022/7/4 10:23,73000,-20.68,-6.05,31.96,,,,,
2022/7/4 10:23,73000,-20.68,-6.95,31.96,,,,,
2022/7/4 10:23,73000,-20.7,-7.65,31.96,,,,,
2022/7/4 10:23,73000,-20.68,-8.25,31.98,,,,,
2022/7/4 10:23,73000,-20.68,-8.7,31.98,,,,,
2022/7/4 10:23,73000,-20.68,-9.1,31.98,,,,,
2022/7/4 10:23,73000,-20.7,-9.4,31.96,,,,,
2022/7/4 10:23,73000,-20.68,-9.7,31.94,,,,,
2022/7/4 10:23,73000,-20.68,-9.9,31.94,,,,,
2022/7/4 10:23,73000,-20.66,-10.1,31.92,,,,,
2022/7/4 10:23,73000,-20.64,-10.3,31.88,,,,,
2022/7/4 10:23,73000,-20.62,-10.45,31.86,,,,,
2022/7/4 10:23,73000,-20.62,-10.6,31.82,,,,,
2022/7/4 10:23,73000,-20.6,-10.75,31.78,,,,,
2022/7/4 10:23,73000,-20.6,-10.9,31.76,,,,,
2022/7/4 10:23,73000,-20.58,-11,31.74,,,,,
2022/7/4 10:23,73000,-20.58,-11.05,31.72,,,,,
2022/7/4 10:24,73000,-20.58,-11.1,31.72,,,,,
2022/7/4 10:24,73000,-20.58,-11.1,31.7,,,,,
2022/7/4 10:24,73000,-20.6,-11.1,31.72,,,,,
2022/7/4 10:24,73000,-20.62,-11.15,31.72,,,,,
2022/7/4 10:24,73000,-20.64,-11.15,31.74,,,,,
2022/7/4 10:24,73000,-20.66,-11.1,31.76,,,,,
2022/7/4 10:24,73000,-20.66,-11.15,31.76,,,,,
2022/7/4 10:24,73000,-20.68,-11.1,31.78,,,,,
2022/7/4 10:24,73000,-20.68,-11.15,31.8,,,,,
2022/7/4 10:24,73000,-20.68,-11.15,31.82,,,,,
2022/7/4 10:24,73000,-20.68,-11.2,31.82,,,,,
2022/7/4 10:24,73000,-20.66,-11.2,31.82,,,,,
2022/7/4 10:24,73000,-20.66,-11.25,31.8,,,,,
2022/7/4 10:24,73000,-20.64,-11.3,31.78,,,,,
2022/7/4 10:24,73000,-20.62,-11.35,31.74,,,,,
2022/7/4 10:24,73000,-20.6,-11.35,31.7,,,,,
2022/7/4 10:24,73000,-20.6,-11.4,31.68,,,,,
2022/7/4 10:24,73000,-20.6,-11.4,31.62,,,,,
2022/7/4 10:24,73000,-20.58,-11.45,31.62,,,,,
2022/7/4 10:24,73000,-20.58,-11.4,31.6,,,,,
2022/7/4 10:24,73000,-20.58,-11.4,31.58,,,,,
2022/7/4 10:24,73000,-20.6,-11.35,31.56,,,,,
2022/7/4 10:24,73000,-20.6,-11.3,31.56,,,,,
2022/7/4 10:24,73000,-20.62,-11.25,31.58,,,,,
2022/7/4 10:24,73000,-20.64,-11.2,31.58,,,,,
2022/7/4 10:24,73000,-20.64,-11.15,31.62,,,,,
2022/7/4 10:24,73000,-20.66,-11.1,31.62,,,,,
2022/7/4 10:24,73000,-20.68,-11.1,31.64,,,,,
2022/7/4 10:24,73000,-20.68,-11.05,31.66,,,,,
2022/7/4 10:24,73000,-20.68,-11,31.66,,,,,
2022/7/4 10:24,73000,-20.66,-11,31.66,,,,,
2022/7/4 10:24,73000,-20.66,-11,31.66,,,,,
2022/7/4 10:24,73000,-20.66,-11.05,31.64,,,,,
2022/7/4 10:24,73000,-20.64,-11,31.6,,,,,
2022/7/4 10:24,73000,-20.64,-10.95,31.58,,,,,
2022/7/4 10:24,73000,-20.62,-10.95,31.56,,,,,
2022/7/4 10:24,73000,-20.62,-11,31.52,,,,,
2022/7/4 10:24,73000,-20.6,-10.95,31.52,,,,,
2022/7/4 10:24,73000,-20.6,-10.95,31.48,,,,,
2022/7/4 10:24,73000,-20.58,-10.95,31.46,,,,,
2022/7/4 10:24,73000,-20.58,-10.9,31.44,,,,,
2022/7/4 10:24,73000,-20.58,-10.9,31.44,,,,,
2022/7/4 10:24,73000,-20.58,-10.85,31.42,,,,,
2022/7/4 10:24,73000,-20.6,-10.8,31.42,,,,,
2022/7/4 10:24,73000,-20.6,-10.75,31.4,,,,,
2022/7/4 10:24,73000,-20.62,-10.7,31.42,,,,,
2022/7/4 10:24,73000,-20.62,-10.65,31.42,,,,,
2022/7/4 10:24,73000,-20.64,-10.6,31.42,,,,,
2022/7/4 10:24,73000,-20.64,-10.55,31.42,,,,,
2022/7/4 10:24,73000,-20.64,-10.5,31.42,,,,,
2022/7/4 10:24,73000,-20.66,-10.45,31.44,,,,,
2022/7/4 10:24,73000,-20.66,-10.35,31.46,,,,,
2022/7/4 10:24,73000,-20.66,-10.35,31.46,,,,,
2022/7/4 10:24,73000,-20.66,-10.3,31.46,,,,,
2022/7/4 10:24,73000,-20.66,-10.25,31.46,,,,,
2022/7/4 10:24,73000,-20.66,-10.25,31.48,,,,,
2022/7/4 10:24,73000,-20.68,-10.25,31.48,,,,,
2022/7/4 10:24,73000,-20.68,-10.2,31.48,,,,,
2022/7/4 10:24,73000,-20.66,-10.2,31.48,,,,,
2022/7/4 10:24,73000,-20.66,-10.15,31.46,,,,,
2022/7/4 10:25,73000,-20.66,-10.15,31.46,,,,,
2022/7/4 10:25,73000,-20.66,-10.1,31.46,,,,,
2022/7/4 10:25,73000,-20.66,-10.1,31.44,,,,,
2022/7/4 10:25,73000,-20.66,-10.1,31.46,,,,,
2022/7/4 10:25,73000,-20.64,-10.05,31.46,,,,,
2022/7/4 10:25,73000,-20.64,-10,31.44,,,,,
2022/7/4 10:25,73000,-20.64,-10,31.42,,,,,
2022/7/4 10:25,73000,-20.62,-9.95,31.4,,,,,
2022/7/4 10:25,73000,-20.62,-9.95,31.38,,,,,
2022/7/4 10:25,73000,-20.62,-9.95,31.36,,,,,
2022/7/4 10:25,73000,-20.62,-9.95,31.36,,,,,
2022/7/4 10:25,73000,-20.62,-9.9,31.34,,,,,
2022/7/4 10:25,73000,-20.62,-9.85,31.34,,,,,
2022/7/4 10:25,73000,-20.62,-9.85,31.32,,,,,
2022/7/4 10:25,73000,-20.6,-9.8,31.32,,,,,
2022/7/4 10:25,73000,-20.62,-9.75,31.3,,,,,
2022/7/4 10:25,73000,-20.6,-9.75,31.3,,,,,
2022/7/4 10:25,73000,-20.6,-9.7,31.3,,,,,
2022/7/4 10:25,73000,-20.6,-9.75,31.26,,,,,
2022/7/4 10:25,73000,-20.6,-9.7,31.26,,,,,
2022/7/4 10:25,73000,-20.6,-9.65,31.26,,,,,
2022/7/4 10:25,73000,-20.62,-9.65,31.26,,,,,
2022/7/4 10:25,73000,-20.6,-9.6,31.26,,,,,
2022/7/4 10:25,73000,-20.6,-9.6,31.24,,,,,
2022/7/4 10:25,73000,-20.62,-9.55,31.24,,,,,
2022/7/4 10:25,73000,-20.6,-9.55,31.24,,,,,
2022/7/4 10:25,73000,-20.62,-9.5,31.22,,,,,
2022/7/4 10:25,73000,-20.6,-9.45,31.22,,,,,
2022/7/4 10:25,73000,-20.62,-9.4,31.26,,,,,
2022/7/4 10:25,73000,-20.6,-9.35,31.24,,,,,
2022/7/4 10:25,73000,-20.62,-9.35,31.24,,,,,
2022/7/4 10:25,73000,-20.6,-9.35,31.22,,,,,
2022/7/4 10:25,73000,-20.6,-9.3,31.2,,,,,
2022/7/4 10:25,73000,-20.6,-9.3,31.2,,,,,
2022/7/4 10:25,73000,-20.6,-9.25,31.18,,,,,
2022/7/4 10:25,73000,-20.58,-9.3,31.16,,,,,
2022/7/4 10:25,73000,-20.58,-9.25,31.14,,,,,
2022/7/4 10:25,73000,-20.58,-9.25,31.12,,,,,
2022/7/4 10:25,73000,-20.58,-9.25,31.12,,,,,
2022/7/4 10:25,73000,-20.58,-9.2,31.1,,,,,
2022/7/4 10:25,73000,-20.58,-9.2,31.08,,,,,
2022/7/4 10:25,73000,-20.58,-9.2,31.06,,,,,
2022/7/4 10:25,73000,-20.58,-9.15,31.06,,,,,
2022/7/4 10:25,73000,-20.58,-9.15,31.04,,,,,
2022/7/4 10:25,73000,-20.58,-9.1,31.04,,,,,
2022/7/4 10:25,73000,-20.58,-9.1,31.02,,,,,
2022/7/4 10:25,73000,-20.58,-9.05,31,,,,,
2022/7/4 10:25,73000,-20.58,-9.05,30.98,,,,,
2022/7/4 10:25,73000,-20.58,-9.05,30.96,,,,,
2022/7/4 10:25,73000,-20.58,-9,30.96,,,,,
2022/7/4 10:25,73000,-20.58,-8.9,30.96,,,,,
2022/7/4 10:25,73000,-20.58,-8.9,30.94,,,,,
2022/7/4 10:25,73000,-20.58,-8.85,30.94,,,,,
2022/7/4 10:25,73000,-20.6,-8.8,30.94,,,,,
2022/7/4 10:25,73000,-20.58,-8.8,30.92,,,,,
2022/7/4 10:25,73000,-20.56,-8.8,30.94,,,,,
2022/7/4 10:25,73000,-20.58,-8.75,30.92,,,,,
2022/7/4 10:25,73000,-20.58,-8.75,30.9,,,,,
2022/7/4 10:25,73000,-20.58,-8.75,30.9,,,,,
2022/7/4 10:25,73000,-20.58,-8.7,30.9,,,,,
2022/7/4 10:26,73000,-20.58,-8.65,30.9,,,,,
2022/7/4 10:26,73000,-20.58,-8.65,30.88,,,,,
2022/7/4 10:26,73000,-20.58,-8.65,30.88,,,,,
2022/7/4 10:26,73000,-20.58,-8.6,30.86,,,,,
2022/7/4 10:26,73000,-20.58,-8.6,30.86,,,,,
2022/7/4 10:26,73000,-20.58,-8.6,30.86,,,,,
2022/7/4 10:26,73000,-20.58,-8.55,30.86,,,,,
2022/7/4 10:26,73000,-20.58,-8.55,30.84,,,,,
2022/7/4 10:26,73000,-20.58,-8.5,30.84,,,,,
2022/7/4 10:26,73000,-20.58,-8.5,30.84,,,,,
2022/7/4 10:26,73000,-20.58,-8.5,30.84,,,,,
2022/7/4 10:26,73000,-20.58,-8.45,30.82,,,,,
2022/7/4 10:26,73000,-20.58,-8.45,30.82,,,,,
2022/7/4 10:26,73000,-20.58,-8.45,30.82,,,,,
2022/7/4 10:26,73000,-20.58,-8.4,30.82,,,,,
2022/7/4 10:26,73000,-20.58,-8.4,30.8,,,,,
2022/7/4 10:26,73000,-20.58,-8.35,30.8,,,,,
2022/7/4 10:26,73000,-20.58,-8.35,30.8,,,,,
2022/7/4 10:26,73000,-20.58,-8.35,30.8,,,,,
2022/7/4 10:26,73000,-20.58,-8.3,30.8,,,,,
2022/7/4 10:26,73000,-20.58,-8.3,30.78,,,,,
2022/7/4 10:26,73000,-20.58,-8.3,30.78,,,,,
2022/7/4 10:26,73000,-20.58,-8.25,30.78,,,,,
2022/7/4 10:26,73000,-20.58,-8.25,30.78,,,,,
2022/7/4 10:26,73000,-20.58,-8.25,30.78,,,,,
2022/7/4 10:26,73000,-20.58,-8.2,30.76,,,,,
2022/7/4 10:26,73000,-20.58,-8.2,30.76,,,,,
2022/7/4 10:26,73000,-20.58,-8.2,30.76,,,,,
2022/7/4 10:26,73000,-20.58,-8.15,30.76,,,,,
2022/7/4 10:26,73000,-20.58,-8.15,30.76,,,,,
2022/7/4 10:26,73000,-20.58,-8.15,30.76,,,,,
2022/7/4 10:26,73000,-20.58,-8.1,30.74,,,,,
2022/7/4 10:26,73000,-20.6,-8.1,30.76,,,,,
2022/7/4 10:26,73000,-20.6,-8.05,30.76,,,,,
2022/7/4 10:26,73000,-20.6,-8.05,30.76,,,,,
2022/7/4 10:26,73000,-20.6,-8,30.76,,,,,
2022/7/4 10:26,73000,-20.62,-8,30.76,,,,,
2022/7/4 10:26,73000,-20.62,-7.95,30.76,,,,,
2022/7/4 10:26,73000,-20.62,-7.95,30.78,,,,,
2022/7/4 10:26,73000,-20.64,-7.9,30.78,,,,,
2022/7/4 10:26,73000,-20.64,-7.85,30.8,,,,,
2022/7/4 10:26,73000,-20.64,-7.85,30.84,,,,,
2022/7/4 10:26,73000,-20.64,-7.8,30.88,,,,,
2022/7/4 10:26,73000,-20.7,-7.8,30.94,,,,,
2022/7/4 10:26,73000,-20.7,-7.8,30.98,,,,,
2022/7/4 10:26,73000,-20.7,-7.75,31.04,,,,,
2022/7/4 10:26,73000,-20.7,-7.75,31.08,,,,,
2022/7/4 10:26,73000,-20.68,-7.75,31.1,,,,,
2022/7/4 10:26,73000,-20.7,-7.75,31.1,,,,,
2022/7/4 10:26,73000,-20.68,-7.75,31.08,,,,,
2022/7/4 10:26,73000,-20.7,-7.7,31.06,,,,,
2022/7/4 10:26,73000,-20.68,-7.7,31.06,,,,,
2022/7/4 10:26,73000,-20.66,-7.7,31.02,,,,,
2022/7/4 10:26,73000,-20.66,-7.7,31,,,,,
2022/7/4 10:26,73000,-20.66,-7.65,30.98,,,,,
2022/7/4 10:26,73000,-20.64,-7.65,30.96,,,,,
2022/7/4 10:26,73000,-20.62,-7.65,30.94,,,,,
2022/7/4 10:26,73000,-20.62,-7.65,30.94,,,,,
2022/7/4 10:26,73000,-20.62,-7.65,30.94,,,,,
2022/7/4 10:26,73000,-20.6,-7.65,30.92,,,,,
2022/7/4 10:27,73000,-20.6,-7.65,30.92,,,,,
2022/7/4 10:27,73000,-20.6,-7.6,30.92,,,,,
2022/7/4 10:27,73000,-20.58,-7.6,30.92,,,,,
2022/7/4 10:27,73000,-20.58,-7.6,30.9,,,,,
2022/7/4 10:27,73000,-20.58,-7.65,30.9,,,,,
2022/7/4 10:27,73000,-20.58,-7.6,30.9,,,,,
2022/7/4 10:27,73000,-20.58,-7.6,30.88,,,,,
2022/7/4 10:27,73000,-20.58,-7.6,30.88,,,,,
2022/7/4 10:27,73000,-20.58,-7.55,30.88,,,,,
2022/7/4 10:27,73000,-20.58,-7.55,30.86,,,,,
2022/7/4 10:27,73000,-20.58,-7.5,30.86,,,,,
2022/7/4 10:27,73000,-20.58,-7.45,30.84,,,,,
2022/7/4 10:27,73000,-20.58,-7.45,30.84,,,,,
2022/7/4 10:27,73000,-20.58,-7.45,30.82,,,,,
2022/7/4 10:27,73000,-20.58,-7.4,30.82,,,,,
2022/7/4 10:27,73000,-20.58,-7.4,30.82,,,,,
2022/7/4 10:27,73000,-20.58,-7.4,30.84,,,,,
2022/7/4 10:27,73000,-20.6,-7.35,30.84,,,,,
2022/7/4 10:27,73000,-20.6,-7.35,30.84,,,,,
2022/7/4 10:27,73000,-20.6,-7.3,30.84,,,,,
2022/7/4 10:27,73000,-20.6,-7.3,30.84,,,,,
2022/7/4 10:27,73000,-20.6,-7.3,30.84,,,,,
2022/7/4 10:27,73000,-20.6,-7.3,30.82,,,,,
2022/7/4 10:27,73000,-20.6,-7.3,30.8,,,,,
2022/7/4 10:27,73000,-20.58,-7.25,30.8,,,,,
2022/7/4 10:27,73000,-20.58,-7.25,30.78,,,,,
2022/7/4 10:27,73000,-20.58,-7.25,30.76,,,,,
2022/7/4 10:27,73000,-20.58,-7.25,30.7,,,,,
2022/7/4 10:27,73000,-20.58,-7.25,30.68,,,,,
2022/7/4 10:27,73000,-20.56,-7.2,30.66,,,,,
2022/7/4 10:27,73000,-20.56,-7.2,30.66,,,,,
2022/7/4 10:27,73000,-20.56,-7.2,30.64,,,,,
2022/7/4 10:27,73000,-20.56,-7.15,30.62,,,,,
2022/7/4 10:27,73000,-20.54,-7.2,30.6,,,,,
2022/7/4 10:27,73000,-20.54,-7.15,30.6,,,,,
2022/7/4 10:27,73000,-20.54,-7.15,30.62,,,,,
2022/7/4 10:27,73000,-20.54,-7.15,30.62,,,,,
2022/7/4 10:27,73000,-20.52,-7.15,30.62,,,,,
2022/7/4 10:27,73000,-20.52,-7.15,30.62,,,,,
2022/7/4 10:27,73000,-20.54,-7.15,30.62,,,,,
2022/7/4 10:27,73000,-20.5,-7.1,30.64,,,,,
2022/7/4 10:27,73000,-20.52,-7.1,30.62,,,,,
2022/7/4 10:27,73000,-20.52,-7.05,30.62,,,,,
2022/7/4 10:27,73000,-20.52,-7.05,30.6,,,,,
2022/7/4 10:27,73000,-20.52,-7.05,30.6,,,,,
2022/7/4 10:27,73000,-20.52,-7.05,30.6,,,,,
2022/7/4 10:27,73000,-20.52,-7,30.58,,,,,
2022/7/4 10:27,73000,-20.52,-7,30.58,,,,,
2022/7/4 10:27,73000,-20.52,-7,30.58,,,,,
2022/7/4 10:27,73000,-20.52,-6.95,30.58,,,,,
2022/7/4 10:27,73000,-20.52,-6.95,30.58,,,,,
2022/7/4 10:27,73000,-20.54,-6.95,30.58,,,,,
2022/7/4 10:27,73000,-20.54,-6.9,30.58,,,,,
2022/7/4 10:27,73000,-20.54,-6.9,30.56,,,,,
2022/7/4 10:27,73000,-20.54,-6.9,30.56,,,,,
2022/7/4 10:27,73000,-20.54,-6.9,30.56,,,,,
2022/7/4 10:27,73000,-20.54,-6.9,30.54,,,,,
2022/7/4 10:27,73000,-20.54,-6.85,30.54,,,,,
2022/7/4 10:27,73000,-20.54,-6.85,30.54,,,,,
2022/7/4 10:27,73000,-20.54,-6.8,30.54,,,,,
2022/7/4 10:28,73000,-20.54,-6.8,30.54,,,,,
2022/7/4 10:28,73000,-20.54,-6.8,30.52,,,,,
2022/7/4 10:28,73000,-20.54,-6.8,30.54,,,,,
2022/7/4 10:28,73000,-20.56,-6.75,30.54,,,,,
2022/7/4 10:28,73000,-20.56,-6.75,30.52,,,,,
2022/7/4 10:28,73000,-20.56,-6.7,30.54,,,,,
2022/7/4 10:28,73000,-20.56,-6.7,30.54,,,,,
2022/7/4 10:28,73000,-20.56,-6.7,30.52,,,,,
2022/7/4 10:28,73000,-20.56,-6.7,30.52,,,,,
2022/7/4 10:28,73000,-20.56,-6.65,30.52,,,,,
2022/7/4 10:28,73000,-20.56,-6.65,30.52,,,,,
2022/7/4 10:28,73000,-20.56,-6.65,30.52,,,,,
2022/7/4 10:28,73000,-20.56,-6.6,30.52,,,,,
2022/7/4 10:28,73000,-20.56,-6.6,30.5,,,,,
2022/7/4 10:28,73000,-20.56,-6.6,30.5,,,,,
2022/7/4 10:28,73000,-20.54,-6.6,30.5,,,,,
2022/7/4 10:28,73000,-20.56,-6.6,30.48,,,,,
2022/7/4 10:28,73000,-20.54,-6.6,30.48,,,,,
2022/7/4 10:28,73000,-20.54,-6.6,30.46,,,,,
2022/7/4 10:28,73000,-20.54,-6.55,30.46,,,,,
2022/7/4 10:28,73000,-20.54,-6.55,30.46,,,,,
2022/7/4 10:28,73000,-20.54,-6.55,30.46,,,,,
2022/7/4 10:28,73000,-20.52,-6.55,30.44,,,,,
2022/7/4 10:28,73000,-20.52,-6.55,30.44,,,,,
2022/7/4 10:28,73000,-20.52,-6.5,30.44,,,,,
2022/7/4 10:28,73000,-20.52,-6.5,30.44,,,,,
2022/7/4 10:28,73000,-20.5,-6.5,30.44,,,,,
2022/7/4 10:28,73000,-20.5,-6.5,30.42,,,,,
2022/7/4 10:28,73000,-20.52,-6.45,30.42,,,,,
2022/7/4 10:28,73000,-20.52,-6.45,30.44,,,,,
2022/7/4 10:28,73000,-20.52,-6.45,30.44,,,,,
2022/7/4 10:28,73000,-20.54,-6.45,30.44,,,,,
2022/7/4 10:28,73000,-20.54,-6.4,30.44,,,,,
2022/7/4 10:28,73000,-20.56,-6.35,30.46,,,,,
